iter	Passed	Remaining
683	42318	81420
684	42371	81340
685	42427	81268
686	42479	81186
687	42539	81122
688	42591	81041
689	42649	80972
690	42709	80906
691	42755	80815
692	42818	80755
693	42965	80854
694	43019	80777
695	43075	80704
696	43133	80635
697	43198	80579
698	43263	80523
699	43317	80446
700	43374	80376
701	43423	80290
702	43481	80221
703	43531	80137
704	43585	80061
705	43638	79983
706	43692	79907
707	43738	79816
708	43785	79727
709	43842	79656
710	43900	79589
711	43959	79521
712	44104	79611
713	44158	79534
714	44216	79466
715	44277	79402
716	44332	79329
717	44382	79246
718	44436	79169
719	44485	79085
720	44543	79016
721	44603	78952
722	44658	78878
723	44714	78806
724	44763	78722
725	44820	78651
726	44876	78580
727	44929	78503
728	44980	78423
729	45036	78351
730	45087	78271
731	45236	78360
732	45305	78311
733	45367	78249
734	45414	78162
735	45473	78095
736	45525	78017
737	45575	77935
738	45633	77867
739	45687	77792
740	45740	77716
741	45798	77648
742	45852	77572
743	45898	77484
744	45953	77411
745	46010	77341
746	46063	77265
747	46119	77195
748	46174	77121
749	46229	77049
750	46460	77269
751	46514	77193
752	46572	77126
753	46626	77050
754	46681	76977
755	46742	76915
756	46791	76831
757	46845	76758
758	46904	76690
759	46960	76619
760	47016	76548
761	47071	76475
762	47130	76409
763	47191	76345
764	47253	76285
765	47304	76205
766	47362	76138
767	47424	76076
768	47478	76003
769	47636	76094
770	47694	76026
771	47752	75959
772	47799	75873
773	47849	75792
774	47902	75717
775	47958	75645
776	48018	75580
777	48078	75516
778	48136	75449
779	48200	75391
780	48258	75323
781	48319	75259
782	48374	75187
783	48430	75117
784	48489	75050
785	48540	74972
786	48592	74894
787	48692	74893
788	48794	74892
789	48845	74813
790	48895	74734
791	48950	74661
792	49009	74595
793	49055	74509
794	49101	74423
795	49157	74353
796	49213	74283
797	49268	74211
798	49320	74135
799	49375	74062
800	49432	73995
801	49481	73914
802	49539	73845
803	49582	73756
804	49639	73689
805	49693	73615
806	49745	73540
807	49904	73621
808	49966	73560
809	50016	73481
810	50074	73413
811	50128	73340
812	50192	73282
813	50254	73221
814	50317	73161
815	50378	73097
816	50438	73034
817	50496	72967
818	50551	72895
819	50604	72820
820	50663	72755
821	50723	72691
822	50777	72618
823	50834	72549
824	50884	72471
825	50978	72456
826	51111	72496
827	51169	72428
828	51221	72353
829	51280	72286
830	51324	72200
831	51377	72125
832	51432	72054
833	51480	71974
834	51536	71903
835	51605	71852
836	51671	71797
837	51719	71716
838	51775	71647
839	51823	71565
840	51883	71501
841	51936	71427
842	51994	71361
843	52045	71284
844	52264	71438
845	52346	71403
846	52395	71325
847	52447	71249
848	52498	71172
849	52543	71088
850	52604	71025
851	52658	70953
852	52708	70875
853	52762	70802
854	52823	70740
855	52879	70671
856	52933	70599
857	52989	70529
858	53048	70464
859	53106	70396
860	53158	70322
861	53209	70246
862	53265	70177
863	53319	70105
864	53478	70170
865	53540	70109
866	53595	70039
867	53649	69966
868	53711	69904
869	53770	69840
870	53831	69776
871	53890	69711
872	53948	69645
873	54002	69573
874	54057	69502
875	54113	69433
876	54173	69369
877	54236	69308
878	54293	69241
879	54341	69161
880	54400	69096
881	54456	69027
882	54618	69092
883	54677	69026
884	54727	68950
885	54783	68881
886	54838	68811
887	54885	68731
888	54945	68666
889	54998	68594
890	55048	68516
891	55104	68448
892	55163	68383
893	55222	68318
894	55279	68250
895	55326	68170
896	55386	68105
897	55441	68035
898	55498	67968
899	55546	67890
900	55603	67823
901	55761	67878
902	55820	67812
903	55871	67738
904	55931	67674
905	55985	67602
906	56039	67531
907	56102	67471
908	56161	67406
909	56220	67341
910	56287	67285
911	56347	67221
912	56400	67149
913	56458	67083
914	56513	67013
915	56569	66945
916	56627	66878
917	56689	66816
918	56744	66747
919	56970	66877
920	57051	66838
921	57116	66780
922	57171	66710
923	57229	66643
924	57280	66568
925	57339	66504
926	57386	66424
927	57442	66356
928	57502	66292
929	57557	66222
930	57620	66160
931	57673	66089
932	57734	66025
933	57785	65952
934	57836	65878
935	57890	65807
936	57948	65741
937	58005	65673
938	58164	65721
939	58218	65650
940	58276	65584
941	58336	65520
942	58395	65454
943	58443	65377
944	58495	65305
945	58545	65229
946	58607	65167
947	58668	65104
948	58722	65033
949	58776	64963
950	58832	64894
951	58892	64831
952	58945	64759
953	58995	64684
954	59053	64618
955	59109	64550
956	59200	64520
957	59325	64527
958	59376	64453
959	59434	64387
960	59486	64314
961	59542	64246
962	59596	64176
963	59648	64103
964	59707	64038
965	59767	63974
966	59829	63912
967	59880	63839
968	59940	63776
969	59990	63701
970	60038	63624
971	60098	63561
972	60158	63496
973	60216	63431
974	60275	63366
975	60429	63400
976	60505	63354
977	60557	63282
978	60609	63209
979	60661	63137
980	60719	63071
981	60779	63007
982	60824	62928
983	60885	62865
984	60954	62810
985	61012	62745
986	61068	62677
987	61118	62603
988	61183	62544
989	61237	62474
990	61295	62408
991	61355	62344
992	61404	62270
993	61459	62201
994	61711	62332
995	61766	62262
996	61816	62188
997	61869	62117
998	61926	62050
999	61983	61983
1000	62033	61909
1001	62087	61839
1002	62143	61771
1003	62197	61701
1004	62256	61637
1005	62312	61568
1006	62360	61493
1007	62415	61424
1008	62472	61357
1009	62521	61283
1010	62579	61218
1011	62637	61151
1012	62683	61075
1013	62749	61016
1014	62899	61039
1015	62967	60984
1016	63035	60928
1017	63099	60867
1018	63162	60807
1019	63222	60742
1020	63282	60679
1021	63335	60609
1022	63398	60547
1023	63450	60476
1024	63511	60413
1025	63567	60345
1026	63624	60279
1027	63677	60208
1028	63738	60145
1029	63790	60074
1030	63846	60007
1031	63907	59944
1032	64043	59951
1033	64119	59902
1034	64183	59843
1035	64244	59779
1036	64295	59707
1037	64346	59634
1038	64396	59561
1039	64441	59484
1040	64499	59418
1041	64548	59344
1042	64620	59292
1043	64682	59230
1044	64741	59165
1045	64794	59095
1046	64847	59025
1047	64904	58959
1048	64962	58893
1049	65015	58823
1050	65075	58760
1051	65223	58775
1052	65307	58733
1053	65352	58655
1054	65402	58583
1055	65447	58506
1056	65506	58441
1057	65565	58376
1058	65622	58310
1059	65669	58235
1060	65727	58169
1061	65777	58096
1062	65825	58023
1063	65885	57959
1064	65943	57893
1065	65991	57819
1066	66048	57753
1067	66101	57684
1068	66157	57617
1069	66213	57549
1070	66280	57492
1071	66523	57587
1072	66584	57524
1073	66641	57457
1074	66691	57385
1075	66750	57321
1076	66808	57255
1077	66860	57184
1078	66920	57121
1079	66978	57055
1080	67040	56993
1081	67097	56927
1082	67157	56863
1083	67208	56792
1084	67262	56723
1085	67323	56661
1086	67380	56594
1087	67435	56527
1088	67483	56453
1089	67543	56389
1090	67678	56388
1091	67751	56335
1092	67806	56267
1093	67857	56196
1094	67911	56127
1095	67969	56062
1096	68024	55994
1097	68075	55923
1098	68131	55856
1099	68193	55794
